Class,A1x_1,A1y_1,A1z_1,G1x_1,G1y_1,G1z_1,A2x_1,A2y_1,A2z_1,G2x_1,G2y_1,G2z_1,A3x_1,A3y_1,A3z_1,G3x_1,G3y_1,G3z_1,A4x_1,A4y_1,A4z_1,G4x_1,G4y_1,G4z_1,A1x_2,A1y_2,A1z_2,G1x_2,G1y_2,G1z_2,A2x_2,A2y_2,A2z_2,G2x_2,G2y_2,G2z_2,A3x_2,A3y_2,A3z_2,G3x_2,G3y_2,G3z_2,A4x_2,A4y_2,A4z_2,G4x_2,G4y_2,G4z_2
Calcio,0.9676,17.2873,21.2486,-24.7608,12.0428,1.3408,24.215,16.2854,-19.7665,-6.7086,8.5281,-8.6431,-7.3847,4.3293,-0.4097,1.731,4.9263,-1.7219,-0.3214,2.3237,-4.0584,0.0921,3.5593,-0.9695,-5.0631,9.5944,11.3763,-5.454,11.995,3.0646,0.0048,11.4203,-17.6788,-9.1889,16.338,2.3894,-4.4213,6.2129,-0.7588,1.0701,3.3975,0.9626,-1.8624,0.3076,-4.2244,0.8487,7.6406,-3.4561
Calcio,-5.0631,9.5944,11.3763,-5.454,11.995,3.0646,0.0048,11.4203,-17.6788,-9.1889,16.338,2.3894,-4.4213,6.2129,-0.7588,1.0701,3.3975,0.9626,-1.8624,0.3076,-4.2244,0.8487,7.6406,-3.4561,4.2775,6.0163,-19.3326,-10.9271,13.5608,10.7883,8.4898,-5.2241,-6.4021,9.481,2.9544,-1.9776,-1.1573,9.2646,-1.9262,1.4133,7.1505,1.9044,2.9181,-4.5144,-8.2435,-1.3909,4.7023,-3.2752
Calcio,4.2775,6.0163,-19.3326,-10.9271,13.5608,10.7883,8.4898,-5.2241,-6.4021,9.481,2.9544,-1.9776,-1.1573,9.2646,-1.9262,1.4133,7.1505,1.9044,2.9181,-4.5144,-8.2435,-1.3909,4.7023,-3.2752,7.6928,2.9219,5.9396,6.5888,15.3516,7.0677,2.5714,-15.3612,1.6137,-3.7924,7.92,0.7997,-3.0671,1.8635,-0.2783,0.6465,8.7293,1.2127,-2.0715,-1.0025,-9.7105,-0.3608,1.632,-0.2128
Calcio,7.6928,2.9219,5.9396,6.5888,15.3516,7.0677,2.5714,-15.3612,1.6137,-3.7924,7.92,0.7997,-3.0671,1.8635,-0.2783,0.6465,8.7293,1.2127,-2.0715,-1.0025,-9.7105,-0.3608,1.632,-0.2128,0.2682,4.4212,1.1831,8.9256,1.9489,17.6022,-15.1744,24.464,-5.0135,1.6951,3.6344,-0.34,-2.0928,-6.031,2.4967,1.5724,1.2143,0.2049,-2.7297,1.2435,-7.7885,-0.0968,-0.3602,0.439
Calcio,0.2682,4.4212,1.1831,8.9256,1.9489,17.6022,-15.1744,24.464,-5.0135,1.6951,3.6344,-0.34,-2.0928,-6.031,2.4967,1.5724,1.2143,0.2049,-2.7297,1.2435,-7.7885,-0.0968,-0.3602,0.439,-8.3442,3.7793,1.1352,-1.6951,4.3766,2.3607,-24.8949,9.5624,-7.9679,0.5986,7.9344,-3.5817,-1.4,1.8448,2.6238,0.0819,0.9993,1.2196,-9.006,-6.206,7.1628,0.19,-0.1846,-0.1245
Calcio,-8.3442,3.7793,1.1352,-1.6951,4.3766,2.3607,-24.8949,9.5624,-7.9679,0.5986,7.9344,-3.5817,-1.4,1.8448,2.6238,0.0819,0.9993,1.2196,-9.006,-6.206,7.1628,0.19,-0.1846,-0.1245,-7.3623,4.9146,0.0383,3.8259,21.6819,4.4915,-8.7963,-8.4132,-1.5036,4.6783,9.7827,-2.9497,-0.2166,-3.4683,2.1604,-0.5475,-0.696,0.2309,-0.3044,6.1369,0.1995,-0.6135,-0.4789,0.0133
Calcio,-7.3623,4.9146,0.0383,3.8259,21.6819,4.4915,-8.7963,-8.4132,-1.5036,4.6783,9.7827,-2.9497,-0.2166,-3.4683,2.1604,-0.5475,-0.696,0.2309,-0.3044,6.1369,0.1995,-0.6135,-0.4789,0.0133,-9.7334,7.3431,5.202,0.8667,11.5353,1.0247,-5.0039,-1.585,-9.6822,-3.8547,12.0907,5.7652,0.1197,-1.7735,1.1611,-0.0644,1.1563,0.2677,-3.9371,2.7127,-0.2756,-0.1666,-4.4474,1.9449
Calcio,-9.7334,7.3431,5.202,0.8667,11.5353,1.0247,-5.0039,-1.585,-9.6822,-3.8547,12.0907,5.7652,0.1197,-1.7735,1.1611,-0.0644,1.1563,0.2677,-3.9371,2.7127,-0.2756,-0.1666,-4.4474,1.9449,-4.8044,3.0944,5.3361,7.671,9.9359,2.0399,-9.007,-2.0159,-9.7731,-12.4546,4.8363,-8.26,-0.0952,-1.2829,0.9184,0.0979,0.158,0.1101,-3.8562,2.5355,-1.6171,0.903,-1.0786,0.8328
Calcio,-4.8044,3.0944,5.3361,7.671,9.9359,2.0399,-9.007,-2.0159,-9.7731,-12.4546,4.8363,-8.26,-0.0952,-1.2829,0.9184,0.0979,0.158,0.1101,-3.8562,2.5355,-1.6171,0.903,-1.0786,0.8328,-12.0901,11.8937,0.8335,-3.6392,6.2345,3.0454,-5.3774,1.743,-9.5624,17.832,12.1338,-5.4109,0.4853,-1.7123,1.8741,-0.9908,-1.9933,0.2836,-2.0337,0.0931,-0.3129,-0.1064,1.5458,1.4984
Calcio,-12.0901,11.8937,0.8335,-3.6392,6.2345,3.0454,-5.3774,1.743,-9.5624,17.832,12.1338,-5.4109,0.4853,-1.7123,1.8741,-0.9908,-1.9933,0.2836,-2.0337,0.0931,-0.3129,-0.1064,1.5458,1.4984,-4.3685,5.772,1.5232,-0.8667,18.6796,-1.0295,-1.5419,3.4812,-10.6159,7.3598,8.5234,-2.6145,0.9727,0.157,1.1095,1.3085,4.1021,-0.3161,-2.4206,2.1056,-0.6508,-0.2889,-0.6433,0.0484
Calcio,-4.3685,5.772,1.5232,-0.8667,18.6796,-1.0295,-1.5419,3.4812,-10.6159,7.3598,8.5234,-2.6145,0.9727,0.157,1.1095,1.3085,4.1021,-0.3161,-2.4206,2.1056,-0.6508,-0.2889,-0.6433,0.0484,-1.5759,8.7897,3.3961,-6.6702,10.5201,2.241,-3.0263,6.0573,-9.1602,2.1787,7.8051,-5.0374,1.4335,-0.5651,0.4837,1.1063,-1.3915,-0.1054,-2.6068,-0.0122,0.6236,-0.6737,-0.6928,0.4975
Calcio,-1.5759,8.7897,3.3961,-6.6702,10.5201,2.241,-3.0263,6.0573,-9.1602,2.1787,7.8051,-5.0374,1.4335,-0.5651,0.4837,1.1063,-1.3915,-0.1054,-2.6068,-0.0122,0.6236,-0.6737,-0.6928,0.4975,-6.6821,8.349,-0.1341,3.4907,7.6519,1.0008,-1.9441,9.5912,-8.2456,-0.1628,8.7053,-5.0135,1.4734,-0.6577,0.5954,-0.1117,0.4496,0.2841,-1.3984,-0.4949,0.1272,-0.3597,-1.3393,0.3145
Calcio,-6.6821,8.349,-0.1341,3.4907,7.6519,1.0008,-1.9441,9.5912,-8.2456,-0.1628,8.7053,-5.0135,1.4734,-0.6577,0.5954,-0.1117,0.4496,0.2841,-1.3984,-0.4949,0.1272,-0.3597,-1.3393,0.3145,-3.4536,9.1777,1.9352,-3.8595,11.224,-2.4565,-1.4557,7.2832,-6.3638,2.3559,9.3661,-4.5921,1.5006,0.4672,0.5135,1.0759,-0.1261,-0.1314,-1.6293,-0.97,0.3975,-0.2692,-0.009,-0.1054
Calcio,-3.4536,9.1777,1.9352,-3.8595,11.224,-2.4565,-1.4557,7.2832,-6.3638,2.3559,9.3661,-4.5921,1.5006,0.4672,0.5135,1.0759,-0.1261,-0.1314,-1.6293,-0.97,0.3975,-0.2692,-0.009,-0.1054,-3.3147,8.7945,-1.5424,-0.1915,8.102,-3.5243,-5.4636,3.5865,-7.2592,1.2354,9.2464,-3.9552,1.0892,-1.002,-0.0612,1.0722,-0.0287,0.1846,0.3528,1.6751,-0.1474,-0.4023,-0.2831,0.0266
Fine,-3.3147,8.7945,-1.5424,-0.1915,8.102,-3.5243,-5.4636,3.5865,-7.2592,1.2354,9.2464,-3.9552,1.0892,-1.002,-0.0612,1.0722,-0.0287,0.1846,0.3528,1.6751,-0.1474,-0.4023,-0.2831,0.0266,-3.1566,9.628,1.8058,-0.1963,8.825,-1.6233,-3.4955,8.3222,-3.4524,0.8475,9.3853,-3.3279,1.7145,0.0506,-0.074,0.5103,-1.5335,-0.0117,-0.1953,-1.003,0.3155,-0.4055,-0.207,0.0197
Inizio,-3.3387,9.4076,-0.388,2.9401,8.825,3.1651,-0.7326,7.2784,-6.7516,5.3822,12.0141,0.838,0.1469,1.1105,-0.207,-0.24,0.3874,0.0862,-0.033,0.3065,0.0335,0.746,1.6485,-0.7375,-0.4119,9.537,1.7484,2.3128,9.347,2.9688,-1.4461,8.5569,-4.7788,-16.9509,14.4897,-6.2489,0.223,2.3072,-0.2655,-0.2517,0.3709,0.2373,-0.215,0.5279,-0.207,1.8656,4.1973,-4.0483
Calcio,-0.4119,9.537,1.7484,2.3128,9.347,2.9688,-1.4461,8.5569,-4.7788,-16.9509,14.4897,-6.2489,0.223,2.3072,-0.2655,-0.2517,0.3709,0.2373,-0.215,0.5279,-0.207,1.8656,4.1973,-4.0483,-0.7281,10.8207,1.7723,3.6392,6.9767,6.5841,-0.9673,8.8346,-4.9273,-6.6272,-4.3527,-5.9616,0.1421,3.073,-0.7822,-1.027,1.6506,1.1041,0.0591,0.9743,-0.4709,2.0263,-0.9296,-0.7583
Calcio,-0.7281,10.8207,1.7723,3.6392,6.9767,6.5841,-0.9673,8.8346,-4.9273,-6.6272,-4.3527,-5.9616,0.1421,3.073,-0.7822,-1.027,1.6506,1.1041,0.0591,0.9743,-0.4709,2.0263,-0.9296,-0.7583,-2.9746,9.5465,9.4412,0.1676,5.9185,6.3782,0.5842,10.7595,-2.0782,10.2951,22.8215,2.4517,-2.0486,5.1104,-0.8551,-0.571,1.525,0.647,0.5593,0.3347,-0.406,-0.1352,1.1382,-0.2288
Calcio,-2.9746,9.5465,9.4412,0.1676,5.9185,6.3782,0.5842,10.7595,-2.0782,10.2951,22.8215,2.4517,-2.0486,5.1104,-0.8551,-0.571,1.525,0.647,0.5593,0.3347,-0.406,-0.1352,1.1382,-0.2288,3.2045,30.8095,6.0307,4.1372,10.094,5.7126,5.9233,31.7902,13.4602,-0.7853,3.5961,-7.3071,-9.7185,2.0343,-0.8727,1.5857,0.9653,0.1506,3.9946,2.6451,-2.7079,-0.273,1.5532,-0.9466
Calcio,3.2045,30.8095,6.0307,4.1372,10.094,5.7126,5.9233,31.7902,13.4602,-0.7853,3.5961,-7.3071,-9.7185,2.0343,-0.8727,1.5857,0.9653,0.1506,3.9946,2.6451,-2.7079,-0.273,1.5532,-0.9466,-12.7223,13.5989,24.7789,-3.2274,7.6279,-3.4477,18.6604,12.876,-14.3221,-4.0654,9.2416,-6.0525,-7.1622,1.7405,-0.2554,0.7466,0.646,0.7072,2.1269,5.7835,-8.6724,0.1522,1.5378,-0.5396
Calcio,-12.7223,13.5989,24.7789,-3.2274,7.6279,-3.4477,18.6604,12.876,-14.3221,-4.0654,9.2416,-6.0525,-7.1622,1.7405,-0.2554,0.7466,0.646,0.7072,2.1269,5.7835,-8.6724,0.1522,1.5378,-0.5396,-6.9551,5.2451,12.4781,7.355,7.5178,2.9736,3.5051,-1.1205,-22.2709,-1.494,15.4713,-4.4053,-4.2452,7.772,-0.4592,0.4028,1.9034,1.9587,-2.7654,0.647,-4.7949,0.5028,6.7115,-1.9225
Calcio,-6.9551,5.2451,12.4781,7.355,7.5178,2.9736,3.5051,-1.1205,-22.2709,-1.494,15.4713,-4.4053,-4.2452,7.772,-0.4592,0.4028,1.9034,1.9587,-2.7654,0.647,-4.7949,0.5028,6.7115,-1.9225,9.0867,10.859,-9.2304,-9.2991,13.6278,8.1068,8.9447,-4.391,-6.3159,-7.3741,0.2155,-1.47,0.0388,6.604,-2.2099,0.9599,5.5409,2.7388,3.1996,-4.6464,-8.8895,0.049,7.7747,-5.6329
Calcio,9.0867,10.859,-9.2304,-9.2991,13.6278,8.1068,8.9447,-4.391,-6.3159,-7.3741,0.2155,-1.47,0.0388,6.604,-2.2099,0.9599,5.5409,2.7388,3.1996,-4.6464,-8.8895,0.049,7.7747,-5.6329,-12.5691,0.6419,7.5347,-5.4061,11.7651,16.4242,3.5817,-7.6806,1.3551,27.6674,14.8824,-1.1875,2.4945,0.4518,-0.3033,1.2302,9.2055,2.8681,0.9637,-5.6037,-7.0532,-0.9392,0.2421,0.9259
Calcio,-12.5691,0.6419,7.5347,-5.4061,11.7651,16.4242,3.5817,-7.6806,1.3551,27.6674,14.8824,-1.1875,2.4945,0.4518,-0.3033,1.2302,9.2055,2.8681,0.9637,-5.6037,-7.0532,-0.9392,0.2421,0.9259,0.1964,6.5911,-1.6286,7.8721,1.7861,1.3264,-16.611,25.7568,-1.4126,12.6366,5.2529,1.5275,-2.3748,-5.2046,3.3252,2.196,2.1104,0.0447,-2.6536,1.2787,-9.801,-0.7258,-1.1414,-0.1383
Calcio,0.1964,6.5911,-1.6286,7.8721,1.7861,1.3264,-16.611,25.7568,-1.4126,12.6366,5.2529,1.5275,-2.3748,-5.2046,3.3252,2.196,2.1104,0.0447,-2.6536,1.2787,-9.801,-0.7258,-1.1414,-0.1383,-10.5237,3.0513,0.4934,-12.7659,12.4834,1.4174,-13.7044,2.1261,0.6704,0.182,9.3757,-4.7405,-1.4293,1.3367,2.8154,0.4092,0.9935,0.8258,-5.4909,-6.4471,10.8764,-0.0351,-0.3427,0.1767
Calcio,-10.5237,3.0513,0.4934,-12.7659,12.4834,1.4174,-13.7044,2.1261,0.6704,0.182,9.3757,-4.7405,-1.4293,1.3367,2.8154,0.4092,0.9935,0.8258,-5.4909,-6.4471,10.8764,-0.0351,-0.3427,0.1767,-6.1456,4.5601,1.1544,3.0598,15.8975,5.4875,-9.0501,-8.7245,-4.0558,0.9242,8.1834,-4.4388,-0.0128,-3.6998,2.7372,-0.663,-2.3328,-0.3155,-0.0585,6.2145,0.7668,0.0463,-0.4135,-0.0436
Calcio,-6.1456,4.5601,1.1544,3.0598,15.8975,5.4875,-9.0501,-8.7245,-4.0558,0.9242,8.1834,-4.4388,-0.0128,-3.6998,2.7372,-0.663,-2.3328,-0.3155,-0.0585,6.2145,0.7668,0.0463,-0.4135,-0.0436,-9.3358,6.4618,3.0129,-1.5323,8.3031,2.8108,-1.9058,-4.1563,-6.6655,0.8188,8.7771,-4.2904,0.2602,0.381,1.964,-0.39,-0.6109,0.4869,-2.485,5.0726,0.0362,-0.0378,-0.6992,0.1006
Calcio,-9.3358,6.4618,3.0129,-1.5323,8.3031,2.8108,-1.9058,-4.1563,-6.6655,0.8188,8.7771,-4.2904,0.2602,0.381,1.964,-0.39,-0.6109,0.4869,-2.485,5.0726,0.0362,-0.0378,-0.6992,0.1006,-7.1324,8.9957,2.2561,5.4636,8.8873,1.0774,-4.0175,-0.9146,-11.8178,0.6129,8.2313,-4.0462,1.1845,-1.351,1.9417,0.0218,-0.5619,-0.141,-4.0137,1.9262,-0.4778,0.1006,0.5662,-0.2591
Calcio,-7.1324,8.9957,2.2561,5.4636,8.8873,1.0774,-4.0175,-0.9146,-11.8178,0.6129,8.2313,-4.0462,1.1845,-1.351,1.9417,0.0218,-0.5619,-0.141,-4.0137,1.9262,-0.4778,0.1006,0.5662,-0.2591,-6.5145,7.7934,0.4455,-2.7964,10.003,2.7485,5.3486,7.2927,-10.9702,1.0822,8.6957,-3.9648,1.0483,-0.5896,1.3766,0.365,-0.0415,-0.0378,-3.2283,0.8578,-0.2916,0.1038,-0.1149,-0.0777
Calcio,-6.5145,7.7934,0.4455,-2.7964,10.003,2.7485,5.3486,7.2927,-10.9702,1.0822,8.6957,-3.9648,1.0483,-0.5896,1.3766,0.365,-0.0415,-0.0378,-3.2283,0.8578,-0.2916,0.1038,-0.1149,-0.0777,-5.2643,9.6663,1.2263,1.0822,10.7548,-0.2155,-3.9744,6.4787,-9.6486,0.0814,9.4715,-4.5059,1.1882,-0.4949,0.879,0.5151,-0.3267,0.1282,-2.569,0.0537,0.4624,0.0857,0.1495,0.0623
Calcio,-5.2643,9.6663,1.2263,1.0822,10.7548,-0.2155,-3.9744,6.4787,-9.6486,0.0814,9.4715,-4.5059,1.1882,-0.4949,0.879,0.5151,-0.3267,0.1282,-2.569,0.0537,0.4624,0.0857,0.1495,0.0623,-3.9662,7.9323,3.3722,0.3112,9.8976,0.4645,-3.1747,8.5569,-5.9568,0.8092,8.4515,-4.9273,1.2201,-0.0367,0.3815,0.2911,-0.8184,0.0027,-2.0194,-0.2001,0.0415,0.0564,-0.1852,-0.0085
Calcio,-3.9662,7.9323,3.3722,0.3112,9.8976,0.4645,-3.1747,8.5569,-5.9568,0.8092,8.4515,-4.9273,1.2201,-0.0367,0.3815,0.2911,-0.8184,0.0027,-2.0194,-0.2001,0.0415,0.0564,-0.1852,-0.0085,-4.4691,9.216,0.3209,-0.7278,10.2855,1.6712,-1.4988,8.5473,-3.0933,-0.4693,9.2225,-4.4197,0.8636,-0.9615,0.3842,0.0314,-0.0511,-0.1399,-1.7022,-0.5199,0.0878,0.008,-0.3879,0.4326
Calcio,-4.4691,9.216,0.3209,-0.7278,10.2855,1.6712,-1.4988,8.5473,-3.0933,-0.4693,9.2225,-4.4197,0.8636,-0.9615,0.3842,0.0314,-0.0511,-0.1399,-1.7022,-0.5199,0.0878,0.008,-0.3879,0.4326,-5.2786,9.5418,-1.255,1.1061,9.481,0.7518,-1.5179,11.3581,-3.0742,0.2873,8.6957,-4.3048,0.7189,-1.0828,-0.3129,-0.1112,-0.7013,0.067,0.0862,-0.456,0.1974,-0.0692,-0.8413,0.4943
Fine,-5.2786,9.5418,-1.255,1.1061,9.481,0.7518,-1.5179,11.3581,-3.0742,0.2873,8.6957,-4.3048,0.7189,-1.0828,-0.3129,-0.1112,-0.7013,0.067,0.0862,-0.456,0.1974,-0.0692,-0.8413,0.4943,-2.5531,9.3981,-0.2443,0.5315,9.0836,0.6033,-0.0144,9.7348,-3.4524,1.1684,8.758,-5.0278,0.5938,-0.4331,0.2458,-0.0564,-0.622,-0.1368,-0.1825,1.3787,-0.1974,-0.1644,-0.0399,0.2703
Inizio,-5.2259,8.7083,0.3114,2.4517,9.232,2.6911,-0.5267,8.1834,-5.5258,5.2337,13.1011,1.9154,-0.357,0.3517,-0.1277,-0.0383,0.0958,0.0053,0.049,0.1128,0.0021,0.9738,1.2537,-0.9184,2.7016,11.271,3.1566,2.5857,9.4092,1.8723,-3.9169,8.0732,-6.9719,-3.711,7.6806,-4.4388,-0.0122,2.6148,-0.2501,-0.1687,0.3762,0.0601,-0.4752,0.2719,0.0835,1.5607,7.2389,-4.3798
Calcio,2.7016,11.271,3.1566,2.5857,9.4092,1.8723,-3.9169,8.0732,-6.9719,-3.711,7.6806,-4.4388,-0.0122,2.6148,-0.2501,-0.1687,0.3762,0.0601,-0.4752,0.2719,0.0835,1.5607,7.2389,-4.3798,-0.7041,8.8616,0.9628,2.9113,6.426,2.7533,1.8292,10.137,-0.2298,12.7036,3.3136,-3.6248,-0.4853,2.1524,-0.389,-1.1126,0.5199,0.257,-0.1719,1.1084,-0.4943,1.2728,7.5491,-4.9705
Calcio,-0.7041,8.8616,0.9628,2.9113,6.426,2.7533,1.8292,10.137,-0.2298,12.7036,3.3136,-3.6248,-0.4853,2.1524,-0.389,-1.1126,0.5199,0.257,-0.1719,1.1084,-0.4943,1.2728,7.5491,-4.9705,1.1352,8.9047,3.1758,1.0008,9.596,6.5841,-2.9113,14.7243,1.1396,2.8683,-1.1301,-6.1435,-3.4353,3.5141,-0.8338,-0.7279,3.3092,1.5852,1.4117,0.8801,-0.6875,0.8503,-0.7082,0.2395
Calcio,1.1352,8.9047,3.1758,1.0008,9.596,6.5841,-2.9113,14.7243,1.1396,2.8683,-1.1301,-6.1435,-3.4353,3.5141,-0.8338,-0.7279,3.3092,1.5852,1.4117,0.8801,-0.6875,0.8503,-0.7082,0.2395,-0.1054,20.8031,0.6179,5.2912,8.2504,11.3006,-4.2329,19.7522,1.1827,-1.1588,9.2608,-8.3606,-6.2124,2.3844,1.1526,0.7758,1.9592,-0.2437,3.4827,3.5992,-3.4343,-0.3134,-0.6939,-0.0692
Calcio,-0.1054,20.8031,0.6179,5.2912,8.2504,11.3006,-4.2329,19.7522,1.1827,-1.1588,9.2608,-8.3606,-6.2124,2.3844,1.1526,0.7758,1.9592,-0.2437,3.4827,3.5992,-3.4343,-0.3134,-0.6939,-0.0692,-6.1456,16.1568,15.5054,-6.2968,4.9608,2.5139,24.1144,24.7129,-13.2639,-3.4093,9.1028,-6.3207,-8.2642,3.4901,0.7822,1.3154,1.2898,-0.7258,1.4383,7.3346,-5.3775,-0.2671,2.0396,-0.339
Calcio,-6.1456,16.1568,15.5054,-6.2968,4.9608,2.5139,24.1144,24.7129,-13.2639,-3.4093,9.1028,-6.3207,-8.2642,3.4901,0.7822,1.3154,1.2898,-0.7258,1.4383,7.3346,-5.3775,-0.2671,2.0396,-0.339,-8.6029,9.3502,13.0864,-4.0031,11.2958,2.6671,13.9869,-1.063,-16.2662,-2.2601,13.4123,-0.1437,-6.6791,5.0082,0.854,1.2803,3.6652,0.3374,-3.0511,-3.3002,-1.5048,0.5497,4.0323,-0.9738
Calcio,-8.6029,9.3502,13.0864,-4.0031,11.2958,2.6671,13.9869,-1.063,-16.2662,-2.2601,13.4123,-0.1437,-6.6791,5.0082,0.854,1.2803,3.6652,0.3374,-3.0511,-3.3002,-1.5048,0.5497,4.0323,-0.9738,0.6898,11.4865,8.8999,-6.1004,10.2376,1.2163,13.9295,9.7827,-19.417,-8.8059,-6.6463,-5.8849,-2.7207,7.0159,-1.2106,0.9695,3.9382,1.0126,1.2435,0.8673,-9.9792,1.5378,12.8814,-8.8144
Calcio,0.6898,11.4865,8.8999,-6.1004,10.2376,1.2163,13.9295,9.7827,-19.417,-8.8059,-6.6463,-5.8849,-2.7207,7.0159,-1.2106,0.9695,3.9382,1.0126,1.2435,0.8673,-9.9792,1.5378,12.8814,-8.8144,-17.4118,9.9345,6.3803,-12.5839,8.9256,19.6947,-1.0678,-9.7636,4.3,-0.182,10.0126,-5.5641,0.2033,2.8628,-0.5502,0.0,7.0925,3.3768,0.6061,-4.8199,-7.5395,-1.6921,-1.8613,2.6595
Calcio,-17.4118,9.9345,6.3803,-12.5839,8.9256,19.6947,-1.0678,-9.7636,4.3,-0.182,10.0126,-5.5641,0.2033,2.8628,-0.5502,0.0,7.0925,3.3768,0.6061,-4.8199,-7.5395,-1.6921,-1.8613,2.6595,-2.0501,7.5012,-8.3874,32.2547,4.5107,-16.1417,-13.6134,35.008,-3.1412,2.1404,13.6134,6.177,-2.4089,-3.546,3.1709,2.991,0.3288,1.9497,-5.1865,2.0438,-11.0355,-1.284,0.3342,0.0474
Calcio,-2.0501,7.5012,-8.3874,32.2547,4.5107,-16.1417,-13.6134,35.008,-3.1412,2.1404,13.6134,6.177,-2.4089,-3.546,3.1709,2.991,0.3288,1.9497,-5.1865,2.0438,-11.0355,-1.284,0.3342,0.0474,-15.0359,-0.3114,-1.2071,-4.9033,10.9846,-5.4636,43.9384,-21.3515,36.2722,3.8499,14.5998,1.4892,-0.0788,-3.8972,0.2469,-2.6345,-2.0587,0.7013,4.6714,17.4357,2.627,0.041,1.1281,-0.1543
Calcio,-15.0359,-0.3114,-1.2071,-4.9033,10.9846,-5.4636,43.9384,-21.3515,36.2722,3.8499,14.5998,1.4892,-0.0788,-3.8972,0.2469,-2.6345,-2.0587,0.7013,4.6714,17.4357,2.627,0.041,1.1281,-0.1543,-9.5082,4.5841,-3.6644,15.5336,11.1187,4.4101,-9.1602,-1.8579,-4.9033,2.3128,9.5529,-5.1475,0.2602,-1.873,1.6538,-0.3719,0.7572,-0.1548,1.5814,1.326,3.8083,0.3719,0.8955,-0.2363
Calcio,-9.5082,4.5841,-3.6644,15.5336,11.1187,4.4101,-9.1602,-1.8579,-4.9033,2.3128,9.5529,-5.1475,0.2602,-1.873,1.6538,-0.3719,0.7572,-0.1548,1.5814,1.326,3.8083,0.3719,0.8955,-0.2363,-8.1479,6.2127,2.692,-0.3543,8.2025,2.3559,-5.6647,-2.0159,-6.5074,1.652,9.7971,-4.0989,0.3102,0.2405,1.6107,-0.5454,1.4223,0.0947,-1.0009,3.8855,0.4757,-0.1729,-1.1015,0.183
Calcio,-8.1479,6.2127,2.692,-0.3543,8.2025,2.3559,-5.6647,-2.0159,-6.5074,1.652,9.7971,-4.0989,0.3102,0.2405,1.6107,-0.5454,1.4223,0.0947,-1.0009,3.8855,0.4757,-0.1729,-1.1015,0.183,-9.0915,8.1958,-0.5604,1.8627,8.9591,2.8204,-3.9313,-3.4141,-7.6998,-0.68,9.0214,-3.8882,1.4032,-2.3104,1.7671,-0.1703,-0.1607,-0.0851,-2.1902,3.1427,0.8429,0.0122,-0.455,0.1751
Calcio,-9.0915,8.1958,-0.5604,1.8627,8.9591,2.8204,-3.9313,-3.4141,-7.6998,-0.68,9.0214,-3.8882,1.4032,-2.3104,1.7671,-0.1703,-0.1607,-0.0851,-2.1902,3.1427,0.8429,0.0122,-0.455,0.1751,-5.9205,8.1,3.0034,-0.5986,9.6199,2.7677,-0.3735,-2.4565,-10.8888,1.0056,9.3087,-4.4628,1.2808,-0.2421,1.6511,0.0654,-1.077,-0.3709,-2.7595,2.0188,-0.9897,0.0154,-0.4241,0.075
Calcio,-5.9205,8.1,3.0034,-0.5986,9.6199,2.7677,-0.3735,-2.4565,-10.8888,1.0056,9.3087,-4.4628,1.2808,-0.2421,1.6511,0.0654,-1.077,-0.3709,-2.7595,2.0188,-0.9897,0.0154,-0.4241,0.075,-6.5624,9.1586,2.2034,0.5363,9.7827,1.719,1.0678,7.1204,-8.9064,-0.9194,9.0836,-4.5107,1.2765,-2.1412,1.292,0.2517,-0.7817,0.2272,-2.8974,-1.3617,1.1637,-0.1314,-0.5018,0.2054
Calcio,-6.5624,9.1586,2.2034,0.5363,9.7827,1.719,1.0678,7.1204,-8.9064,-0.9194,9.0836,-4.5107,1.2765,-2.1412,1.292,0.2517,-0.7817,0.2272,-2.8974,-1.3617,1.1637,-0.1314,-0.5018,0.2054,-6.1552,7.9706,1.619,2.8012,9.6391,0.0862,-5.2529,11.7986,-6.4356,-0.656,9.9695,-3.1268,1.4298,-1.1754,0.4858,0.348,-1.2627,0.1623,-2.4328,0.3911,0.8551,-0.0245,-0.4858,0.306
Calcio,-6.1552,7.9706,1.619,2.8012,9.6391,0.0862,-5.2529,11.7986,-6.4356,-0.656,9.9695,-3.1268,1.4298,-1.1754,0.4858,0.348,-1.2627,0.1623,-2.4328,0.3911,0.8551,-0.0245,-0.4858,0.306,-2.9698,8.3634,0.3593,0.6177,8.7101,1.0726,-0.8811,10.0748,-3.6392,-0.1053,9.0405,-3.9504,1.019,-1.5586,0.5922,0.1394,-1.0573,0.0654,-1.525,0.1825,0.6875,0.0133,-0.1873,0.1921
Calcio,-2.9698,8.3634,0.3593,0.6177,8.7101,1.0726,-0.8811,10.0748,-3.6392,-0.1053,9.0405,-3.9504,1.019,-1.5586,0.5922,0.1394,-1.0573,0.0654,-1.525,0.1825,0.6875,0.0133,-0.1873,0.1921,-4.8715,8.8376,1.1161,0.1724,9.4284,0.6464,-4.8171,9.3039,-4.367,0.4932,9.098,-4.4245,0.9727,-0.4715,0.397,0.0644,-0.9504,-0.0819,-1.1446,-0.0484,0.6375,-0.0154,-0.1745,0.1314
